“ú•t,628,630,631,632,633,635,636,637,638,650,651,652,653,655,656,657,658,660,661,662,663,665,666,668,670,671,672,673,675,676,677
2023-05-02,0,3,0,1,1,0,0,1,1,2,0,2,0,0,1,1,4,1,1,0,1,4,1,1,3,0,1,1,0,1,1
2023-05-01,5,0,0,1,0,3,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,3
2023-04-23,1,1,4,1,1,3,1,1,5,5,6,0,2,0,1,3,3,1,1,1,2,0,1,1,3,3,1,1,1,1,4
2023-04-22,1,5,0,3,1,0,1,0,0,3,3,1,1,1,0,1,1,1,0,0,3,4,3,1,1,0,0,3,0,1,3
2023-04-21,1,0,5,0,0,0,3,0,0,3,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
2023-04-13,1,1,1,0,0,4,0,2,0,2,0,1,3,1,3,3,1,0,1,2,1,0,1,0,5,1,3,1,2,1,1
2023-04-12,1,0,1,0,1,0,0,1,0,0,5,0,1,0,0,1,1,1,0,0,4,0,1,0,0,1,0,0,5,0,1
2023-04-11,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,3,0,0,0,0,0,1
2023-03-23,1,0,1,0,4,2,1,0,1,0,5,4,4,0,1,2,0,1,1,3,1,0,1,2,1,1,1,3,0,1,1
2023-03-22,1,1,5,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,0,2,0,0,0,1
2023-03-21,1,1,1,1,0,1,0,1,2,0,0,0,1,1,1,4,3,4,0,0,2,1,0,1,3,0,0,1,3,0,3
2023-03-13,1,1,0,2,1,2,0,1,0,1,0,1,2,1,1,1,0,1,2,4,1,2,0,1,3,1,0,1,6,1,1
2023-03-12,2,3,0,2,1,0,1,0,0,1,1,0,1,1,1,3,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1
2023-03-11,1,1,1,3,3,2,3,0,3,0,1,1,0,1,0,2,0,1,4,0,3,1,1,1,0,2,5,4,1,0,1
2023-03-03,5,1,0,1,3,3,1,2,3,1,1,1,0,5,0,1,1,1,0,2,3,1,3,5,2,1,1,1,1,3,2
2023-03-02,1,0,0,5,0,0,1,0,0,0,0,1,5,0,3,0,0,2,0,0,0,0,1,2,0,0,0,0,0,3,0
2023-03-01,1,0,3,0,1,3,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,1,0,2,0,1,1
2023-02-23,3,3,3,1,2,3,3,1,1,4,2,1,1,1,1,1,1,1,3,5,1,1,2,3,1,1,3,1,5,5,3
2023-02-22,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1
2023-02-21,1,0,3,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,0
2023-02-13,3,1,4,4,1,1,1,0,2,0,3,1,0,1,2,3,1,1,1,0,2,1,1,1,1,1,1,3,6,1,3
2023-02-12,1,0,0,1,1,1,0,1,1,0,1,3,0,2,0,3,1,3,1,3,0,1,1,1,2,0,1,0,2,1,3
2023-02-11,1,3,0,1,1,1,5,0,3,3,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,6,0,1,1,1,2
2023-02-03,1,1,0,1,1,1,0,0,4,4,0,5,1,4,1,2,3,1,3,1,2,6,5,1,3,1,1,1,1,1,3
2023-02-02,1,1,0,0,0,2,0,3,0,0,1,0,0,3,0,3,1,0,1,0,0,0,0,1,0,1,1,0,1,0,3
2023-02-01,1,3,1,1,0,5,0,1,0,0,4,0,1,0,1,1,1,2,0,1,0,2,1,0,3,0,0,0,1,5,3
2023-01-13,3,3,1,1,1,2,0,1,5,0,0,6,4,6,3,1,1,1,3,0,0,3,3,1,1,0,1,0,1,1,2
2023-01-12,5,0,0,4,0,1,0,4,0,0,1,0,3,0,1,1,4,0,1,0,1,0,2,2,0,1,0,2,0,1,4
2023-01-11,3,0,0,4,0,0,1,1,0,5,0,0,3,1,0,3,0,2,0,1,0,1,1,1,0,2,0,1,0,1,3
2023-01-03,1,2,1,0,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1,1,3,1,4,1,1,1,1,4,1,1,1
2023-01-02,1,1,0,1,0,1,1,1,0,1,3,0,0,1,1,1,0,1,0,1,0,2,1,0,0,1,0,0,1,0,1
2023-01-01,1,0,0,1,2,1,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,5,0,1,0,1
2022-12-23,1,1,1,0,1,5,0,1,0,0,1,4,1,1,0,1,5,1,3,1,1,0,2,6,5,1,2,1,1,1,1
2022-12-22,5,0,1,0,1,0,2,6,0,0,3,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,3,1,4
2022-12-21,1,1,1,0,0,0,1,0,0,4,0,3,0,3,1,1,0,3,0,0,1,0,1,1,0,2,0,3,0,3,1
2022-12-13,1,0,3,2,1,1,1,0,3,1,3,3,0,1,1,1,6,1,0,0,0,1,1,3,0,1,1,5,5,0,1
2022-12-12,0,0,1,0,1,0,0,0,0,5,0,3,0,0,0,1,1,0,3,0,1,0,0,0,0,0,1,0,4,0,1
2022-12-11,0,1,1,0,0,3,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,3,0,0,0,3,0,3,1
2022-12-03,1,1,1,1,4,0,1,0,1,1,1,1,1,1,0,2,1,3,1,1,1,3,4,2,1,1,1,1,2,1,3
2022-12-02,2,2,2,0,1,0,2,1,0,0,2,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,3,0,1
2022-12-01,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,2,5,0,1,0,3,0,1,0,0,1,0,1,0,0,3
2022-11-23,5,1,1,1,1,0,1,3,1,3,5,1,1,3,1,3,2,0,5,1,1,6,0,1,1,0,1,0,1,4,1
2022-11-22,0,1,0,1,1,0,0,1,0,3,0,0,2,0,2,0,0,1,0,0,0,1,2,3,0,0,0,0,0,0,1
2022-11-21,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1
2022-11-13,1,1,1,3,2,3,1,3,2,2,1,1,3,3,6,2,1,3,1,2,2,1,3,1,1,4,3,0,1,3,3
2022-11-12,1,0,1,1,1,0,3,0,1,0,0,3,1,6,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1
2022-11-11,1,1,0,0,1,0,1,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,3,0,3,0,3,0,0,3,3
2022-11-03,3,1,1,1,1,1,0,2,2,2,1,3,1,1,3,5,1,2,1,3,4,1,5,1,1,2,3,4,1,5,3
2022-11-01,0,0,5,5,4,0,1,0,0,0,0,1,0,0,1,4,0,1,1,0,3,1,0,1,6,0,2,0,0,0,3
2022-10-23,1,0,1,1,4,1,0,1,3,1,1,1,1,3,1,3,5,1,0,1,1,4,1,5,5,0,1,3,6,5,3
2022-10-22,1,1,0,1,0,1,5,3,0,3,0,2,1,0,0,1,1,2,3,0,0,1,1,1,0,1,1,3,1,6,1
2022-10-21,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,3,0,1,0,3,0,0,0,0,1,0,3
2022-10-13,0,0,2,0,3,0,3,1,0,1,0,0,1,6,0,1,0,1,1,5,0,0,0,1,5,1,5,1,0,0,1
2022-10-12,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1
2022-10-11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4,0,0,1,1,0
2022-09-23,1,3,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,4,6,5,3,3,1,3,4,1,2,1,4
2022-09-22,5,1,0,1,0,1,1,0,1,0,1,1,0,5,0,4,0,0,1,0,0,0,1,0,1,1,0,0,1,0,3
2022-09-21,0,1,0,0,1,0,0,5,4,0,1,1,4,0,0,1,1,0,4,0,0,4,0,0,3,0,0,1,0,4,0
2022-09-13,2,2,3,0,0,3,0,1,0,2,1,2,0,3,0,1,1,3,0,5,1,1,1,0,1,4,0,0,4,3,3
2022-09-12,1,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0,3,0,0,0,4,0,0,1,0,1,0,1,2,0,1
2022-09-11,1,3,2,1,3,1,1,0,0,1,1,0,0,1,1,1,4,0,4,0,1,1,1,1,1,0,1,0,1,0,4
2022-09-03,1,2,1,3,4,4,3,1,1,1,1,1,3,1,1,2,3,5,1,1,1,3,1,3,1,1,2,1,1,1,1
2022-09-02,0,0,1,0,1,4,0,1,0,1,1,1,2,0,2,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
2022-09-01,0,1,0,0,1,0,2,4,1,0,1,0,0,0,4,4,3,0,1,0,2,0,1,1,4,0,1,0,1,1,1
