日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,year,month,day,weekday,day_end,day_end_2,day_zoro,machine_end,machine_end_2,machine_zoro,前日の差枚,前日のG数,前日のBB確率,前日のRB確率
2023-09-13,アイムジャグラーEX-TP,303,1269,-285,4,3,181.3,317.2,423.0,6.217966630833735,0,2023,9,13,2,3,1,0,3,0,0,-95.0,2031.0,225.7,406.2
2023-09-13,アイムジャグラーEX-TP,304,2173,-48,8,3,197.5,271.6,724.3,5.518223252990323,0,2023,9,13,2,3,1,0,4,0,0,-619.0,5974.0,284.5,459.5
2023-09-13,アイムジャグラーEX-TP,305,3726,1096,20,6,143.3,186.3,621.0,6.058511563220536,0,2023,9,13,2,3,1,0,5,0,0,-238.0,305.0,0.0,305.0
2023-09-13,アイムジャグラーEX-TP,306,568,-381,1,0,568.0,568.0,0.0,5.652896059264644,0,2023,9,13,2,3,1,0,6,0,0,1477.0,7240.0,233.5,301.7
2023-09-13,アイムジャグラーEX-TP,307,1749,-809,3,5,218.6,583.0,349.8,5.871512375362127,0,2023,9,13,2,3,1,0,7,0,0,-476.0,2076.0,296.6,692.0
2023-09-13,アイムジャグラーEX-TP,308,2527,-48,10,5,168.5,252.7,505.4,6.030460195705257,0,2023,9,13,2,3,1,0,8,0,0,-48.0,2595.0,216.2,1297.5
2023-09-13,アイムジャグラーEX-TP,309,2269,-333,7,6,174.5,324.1,378.2,5.905954865750671,0,2023,9,13,2,3,1,0,9,0,0,858.0,1998.0,181.6,666.0
2023-09-13,アイムジャグラーEX-TP,310,606,-285,2,0,303.0,303.0,0.0,6.510336932496831,0,2023,9,13,2,3,1,0,0,1,0,-95.0,819.0,273.0,819.0
2023-09-13,アイムジャグラーEX-TP,311,3014,1572,17,8,120.6,177.3,376.8,5.797399060578992,0,2023,9,13,2,3,1,0,1,1,1,-619.0,659.0,659.0,0.0
2023-09-13,アイムジャグラーEX-TP,312,4080,-1476,9,14,177.4,453.3,291.4,6.223312115347261,4,2023,9,13,2,3,1,0,2,1,0,-857.0,2050.0,410.0,410.0
