,日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,前日の差枚,前日のG数,前日のBB確率,前日のRB確率
8915,2023-07-16,マイジャグラーV,979,5844,-238,20,19,149.8,292.2,307.6,5.876565487155136,3,6,-25.0,6126.0,245.0,408.4
8916,2023-07-16,マイジャグラーV,980,5062,-1712,16,10,194.7,316.4,506.2,6.410594466031532,1,6,-2220.0,4685.0,669.3,312.3
8917,2023-07-16,マイジャグラーV,981,7654,-712,26,19,170.1,294.4,402.8,5.762238068322538,1,6,-1688.0,7342.0,367.1,319.2
8918,2023-07-16,マイジャグラーV,1018,6133,188,24,18,146.0,255.5,340.7,5.946257421470453,1,6,-762.0,6919.0,314.5,329.5
8919,2023-07-16,マイジャグラーV,1019,4374,-1688,11,8,230.2,397.6,546.8,5.844870189846134,1,6,-25.0,6465.0,248.7,380.3
8920,2023-07-16,マイジャグラーV,1020,6757,-288,24,19,157.1,281.5,355.6,5.838185485298213,2,6,-188.0,6920.0,288.3,300.9
8921,2023-07-16,マイジャグラーV,1021,2274,-1112,6,3,252.7,379.0,758.0,6.227630535630793,0,6,1212.0,7354.0,229.8,319.7
8922,2023-07-16,マイジャグラーV,1022,7377,-1692,20,23,171.6,368.9,320.7,5.9016178169841895,1,6,-488.0,5767.0,303.5,303.5
8923,2023-07-16,マイジャグラーV,1023,4003,362,17,9,154.0,235.5,444.8,5.752251280968468,1,6,-88.0,2203.0,244.8,550.8
8924,2023-07-16,マイジャグラーV,1024,5772,-438,19,17,160.3,303.8,339.5,5.769678310296328,2,6,1836.0,7974.0,209.8,379.7
8925,2023-07-16,マイジャグラーV,1025,7291,-412,28,17,162.0,260.4,428.9,6.0009192143195484,1,6,338.0,6133.0,278.8,266.7
8926,2023-07-16,マイジャグラーV,1026,6375,738,30,11,155.5,212.5,579.5,5.899446536482655,1,6,-2124.0,7988.0,332.8,469.9
