日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,合成回数,機種台数,前日の差枚,前日のG数,前日のBB確率,前日のRB確率,翌日,前日のG数ランキング,前日の差枚ランキング,前日の合成回数ランキング,前日の合成確率ランキング
2023-09-12,ファンキージャグラー2,488,4904,29,20,13,148.6,245.2,377.2,6.123785505921272,1,2,33,18,179.0,2207.0,220.7,367.8,2023-09-12,7.0,6.0,5.5,15.0
2023-09-12,ファンキージャグラー2,489,2075,-823,6,2,259.4,345.8,1037.5,5.932697831795507,0,2,8,18,-540.0,472.0,0.0,472.0,2023-09-12,18.0,13.0,18.0,1.0
2023-09-12,ファンキージャグラー2,490,776,-576,0,3,258.7,0.0,258.7,5.640963572532723,0,2,3,18,172.0,3371.0,240.8,421.4,2023-09-12,3.0,7.0,4.0,11.0
2023-09-12,ハッピージャグラーVIII,481,1915,-1241,3,6,212.8,638.3,319.2,6.914997216171975,0,2,9,7,3712.0,7368.0,188.9,263.1,2023-09-12,1.0,1.0,1.0,6.0
2023-09-12,ハッピージャグラーVIII,482,699,-123,2,1,233.0,349.5,699.0,5.399613394633237,0,2,3,7,649.0,2364.0,197.0,337.7,2023-09-12,4.0,3.0,4.0,5.0
2023-09-12,ハッピージャグラーVIII,483,3853,1399,18,12,128.4,214.1,321.1,5.611918400914948,0,2,30,7,-22.0,989.0,247.2,989.0,2023-09-12,7.0,6.0,6.5,2.0
2023-09-12,ハッピージャグラーVIII,484,3981,824,18,8,153.1,221.2,497.6,5.66904816649244,0,2,26,7,1549.0,2586.0,184.7,258.6,2023-09-12,3.0,2.0,3.0,7.0
2023-09-12,ハッピージャグラーVIII,485,3817,-943,12,10,173.5,318.1,381.7,6.509617941322241,0,2,22,7,-746.0,1233.0,616.5,411.0,2023-09-12,6.0,7.0,6.5,1.0
2023-09-12,ハッピージャグラーVIII,486,991,-638,2,1,330.3,495.5,991.0,6.368499128387995,0,2,3,7,398.0,2341.0,234.1,292.6,2023-09-12,5.0,5.0,5.0,3.0
2023-09-12,ハッピージャグラーVIII,487,3268,899,17,7,136.2,192.2,466.9,6.137347950162405,0,2,24,7,597.0,3933.0,231.4,280.9,2023-09-12,2.0,4.0,2.0,4.0
2023-09-11,アイムジャグラーEX-TP,402,1062,-568,1,4,212.4,1062.0,265.5,5.721883180589045,0,1,5,15,-229.0,780.0,390.0,390.0,2023-09-11,13.0,11.0,14.0,2.0
2023-09-11,アイムジャグラーEX-TP,403,1212,-418,3,1,303.0,404.0,1212.0,5.394687247902971,0,1,4,15,239.0,2289.0,190.8,1144.5,2023-09-11,10.0,9.0,10.0,7.0
2023-09-11,アイムジャグラーEX-TP,404,2919,-888,8,9,171.7,364.9,324.3,6.442080170860121,0,1,17,15,-884.0,1844.0,368.8,922.0,2023-09-11,11.0,15.0,11.5,1.0
2023-09-11,アイムジャグラーEX-TP,405,543,-543,0,1,543.0,0.0,543.0,5.913198815138703,0,1,1,15,429.0,2652.0,221.0,530.4,2023-09-11,9.0,7.0,8.0,8.0
2023-09-11,アイムジャグラーEX-TP,406,4732,1626,25,12,127.9,189.3,394.3,6.139713275649523,2,1,37,15,475.0,4997.0,249.8,333.1,2023-09-11,4.0,6.0,4.0,9.0
2023-09-11,アイムジャグラーEX-TP,427,7365,1156,30,25,133.9,245.5,294.6,5.976673445234134,4,1,55,15,-772.0,7698.0,274.9,513.2,2023-09-11,2.0,14.0,3.0,4.0
2023-09-11,アイムジャグラーEX-TP,428,2822,40,12,5,166.0,235.2,564.4,6.128672189290924,0,1,17,15,-620.0,2960.0,328.9,422.9,2023-09-11,8.0,13.0,9.0,3.0
2023-09-11,アイムジャグラーEX-TP,429,629,-570,0,3,209.7,0.0,209.7,6.850328810337485,0,1,3,15,484.0,4138.0,206.9,459.8,2023-09-11,5.0,5.0,6.0,10.0
2023-09-11,アイムジャグラーEX-TP,430,4003,-1330,10,8,222.4,400.3,500.4,5.80527217329,1,1,18,15,-555.0,1202.0,601.0,240.4,2023-09-11,12.0,12.0,11.5,5.0
2023-09-11,アイムジャグラーEX-TP,431,1564,-49,6,2,195.5,260.7,782.0,5.668483045799168,0,1,8,15,1079.0,3342.0,196.6,334.2,2023-09-11,7.0,4.0,7.0,13.0
2023-09-11,アイムジャグラーEX-TP,432,773,-751,1,1,386.5,773.0,773.0,7.21678416736516,0,1,2,15,2362.0,7847.0,196.2,413.0,2023-09-11,1.0,2.0,1.0,11.0
2023-09-11,アイムジャグラーEX-TP,433,1359,-787,4,0,339.8,339.8,0.0,6.613191462939169,0,1,4,15,247.0,583.0,145.8,583.0,2023-09-11,14.0,8.0,13.0,15.0
2023-09-11,アイムジャグラーEX-TP,434,1507,-305,6,1,215.3,251.2,1507.0,6.337164128724245,0,1,7,15,1333.0,3799.0,199.9,345.4,2023-09-11,6.0,3.0,5.0,12.0
2023-09-11,アイムジャグラーEX-TP,435,1186,673,7,4,107.8,169.4,296.5,6.193868394083989,0,1,11,15,-48.0,343.0,343.0,343.0,2023-09-11,15.0,10.0,15.0,6.0
2023-09-11,アイムジャグラーEX-TP,436,2630,108,10,10,131.5,263.0,263.0,6.390316653553963,0,1,20,15,3491.0,6302.0,170.3,393.9,2023-09-11,3.0,1.0,2.0,14.0
2023-09-11,マイジャグラーV,442,3511,-565,13,10,152.7,270.1,351.1,6.598165471799615,0,1,23,10,1156.0,5437.0,201.4,418.2,2023-09-11,2.0,1.0,1.0,10.0
2023-09-11,マイジャグラーV,443,2924,-248,10,8,162.4,292.4,365.5,5.852726486328564,0,1,18,10,-493.0,3002.0,375.2,300.2,2023-09-11,7.0,6.0,7.0,7.0
2023-09-11,マイジャグラーV,444,3381,380,14,12,130.0,241.5,281.8,6.08747445572677,0,1,26,10,535.0,4222.0,222.2,351.8,2023-09-11,4.0,3.0,3.5,9.0
2023-09-11,マイジャグラーV,445,1958,-707,5,3,244.8,391.6,652.7,5.663506424778731,0,1,8,10,-311.0,2554.0,319.2,364.9,2023-09-11,8.0,4.0,8.0,6.0
2023-09-11,マイジャグラーV,446,5154,-141,18,16,151.6,286.3,322.1,5.831263646287631,3,1,34,10,-1060.0,4129.0,317.6,412.9,2023-09-11,5.0,8.0,5.0,5.0
2023-09-11,マイジャグラーV,491,3683,1364,21,5,141.7,175.4,736.6,5.684253833040389,0,1,26,10,698.0,5322.0,212.9,409.4,2023-09-11,3.0,2.0,2.0,8.0
2023-09-11,マイジャグラーV,492,2007,-558,6,3,223.0,334.5,669.0,5.735261302716382,0,1,9,10,-574.0,3686.0,263.3,614.3,2023-09-11,6.0,7.0,6.0,3.0
2023-09-11,マイジャグラーV,493,5185,323,22,12,152.5,235.7,432.1,5.8943076881616525,1,1,34,10,-1567.0,2255.0,1127.5,322.1,2023-09-11,9.0,10.0,9.0,2.0
2023-09-11,マイジャグラーV,494,6225,-140,23,22,138.3,270.7,283.0,6.213893248371029,4,1,45,10,-374.0,790.0,395.0,790.0,2023-09-11,10.0,5.0,10.0,1.0
2023-09-11,マイジャグラーV,495,3814,-196,14,8,173.4,272.4,476.8,5.709643426443099,0,1,22,10,-1067.0,5599.0,311.1,430.7,2023-09-11,1.0,9.0,3.5,4.0
