日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,合成回数,機種台数,前日のG数,前日の差枚,前日のBB回数,前日のRB回数,前日の合成回数,前日の合成確率,前日のBB確率,前日のRB確率,前日のG数ランキング,前日の差枚ランキング,前日の合成回数ランキング,前日の合成確率ランキング,2日前のG数,2日前の差枚,2日前のBB回数,2日前のRB回数,2日前の合成回数,2日前の合成確率,2日前のBB確率,2日前のRB確率,3日前のG数,3日前の差枚,3日前のBB回数,3日前のRB回数,3日前の合成回数,3日前の合成確率,3日前のBB確率,3日前のRB確率,G数過去2日間合計,差枚過去2日間合計,合成回数過去2日間合計,合成確率過去2日間平均,G数過去3日間合計,差枚過去3日間合計,合成回数過去3日間合計,合成確率過去3日間平均,過去2日間合計G数ランキング,過去2日間合計差枚ランキング,過去2日間合計合成回数ランキング,過去2日間平均合成確率ランキング,過去3日間合計G数ランキング,過去3日間合計差枚ランキング,過去3日間合計合成回数ランキング,過去3日間平均合成確率ランキング
2023-01-19,アイムジャグラーEX-TP,217,6899,-520,22,23,153.3,313.6,300.0,5.996113034283417,4,9,45,16,5597.0,147.0,23.0,11.0,34.0,164.6,243.3,508.8,3.0,4.5,4.0,7.0,5239.0,-1053.0,18.0,11.0,29.0,180.7,291.1,476.3,3483.0,-120.0,14.0,5.0,19.0,183.3,248.8,696.6,10836.0,-906.0,63.0,172.64999999999998,14319.0,-1026.0,82.0,176.20000000000002,3.0,13.0,5.0,7.0,3.0,11.0,6.0,5.0
2023-01-19,アイムジャグラーEX-TP,218,3889,-1053,11,9,194.4,353.5,432.1,6.03105105789505,0,9,20,16,4369.0,-53.0,16.0,14.0,30.0,145.6,273.1,312.1,6.0,7.0,6.5,10.0,1104.0,-573.0,2.0,3.0,5.0,220.8,552.0,368.0,2974.0,-707.0,9.0,9.0,18.0,165.2,330.4,330.4,5473.0,-626.0,35.0,183.2,8447.0,-1333.0,53.0,177.20000000000002,11.0,8.0,10.0,4.0,10.0,13.0,9.0,4.0
2023-01-19,アイムジャグラーEX-TP,220,5191,-573,18,15,157.3,288.4,346.1,6.291874189327282,2,9,33,16,6196.0,-67.0,22.0,21.0,43.0,144.1,281.6,295.0,2.0,8.0,3.0,12.0,5003.0,-520.0,14.0,20.0,34.0,147.1,357.4,250.2,5974.0,-253.0,24.0,14.0,38.0,157.2,248.9,426.7,11199.0,-587.0,77.0,145.6,17173.0,-840.0,115.0,149.46666666666667,1.0,7.0,2.0,13.0,1.0,9.0,1.5,12.0
2023-01-19,マイジャグラーV,122,7253,200,29,20,148.0,250.1,362.6,5.975274188947485,2,9,49,15,3332.0,-173.0,11.0,11.0,22.0,151.5,302.9,302.9,8.0,3.5,6.0,13.0,5864.0,-707.0,21.0,16.0,37.0,158.5,279.2,366.5,5594.0,733.0,26.0,15.0,41.0,136.4,215.2,372.9,9196.0,-880.0,59.0,155.0,14790.0,-147.0,100.0,148.79999999999998,3.0,4.0,2.0,15.0,2.0,2.0,2.0,15.0
2023-01-19,マイジャグラーV,123,4288,-1507,11,8,225.7,389.8,536.0,5.76522056210551,1,9,19,15,5599.0,-200.0,19.0,18.0,37.0,151.3,294.7,311.1,3.0,5.0,3.0,14.0,2007.0,-920.0,5.0,4.0,9.0,223.0,401.4,501.8,2679.0,93.0,12.0,7.0,19.0,141.0,223.2,382.7,7606.0,-1120.0,46.0,187.15,10285.0,-1027.0,65.0,171.76666666666665,8.0,8.0,6.0,9.0,8.0,6.0,7.0,11.0
2023-01-19,マイジャグラーV,125,5077,-467,19,11,169.2,267.2,461.5,5.98438119237531,1,9,30,15,834.0,-253.0,2.0,1.0,3.0,278.0,417.0,834.0,14.0,6.0,14.0,3.0,2896.0,440.0,13.0,7.0,20.0,144.8,222.8,413.7,3668.0,600.0,17.0,7.0,24.0,152.8,215.8,524.0,3730.0,187.0,23.0,211.4,7398.0,787.0,47.0,191.86666666666667,13.0,1.0,12.0,6.0,13.0,1.0,12.0,9.0
2023-01-19,マイジャグラーV,126,6511,840,30,15,144.7,217.0,434.1,5.980231415552866,1,9,45,15,6539.0,147.0,26.0,19.0,45.0,145.3,251.5,344.2,1.0,2.0,1.0,15.0,1568.0,-707.0,4.0,1.0,5.0,313.6,392.0,1568.0,834.0,-53.0,4.0,0.0,4.0,208.5,208.5,0.0,8107.0,-560.0,50.0,229.45000000000002,8941.0,-613.0,54.0,222.4666666666667,5.0,2.0,5.0,4.0,10.0,3.0,9.0,5.0
2023-01-19,マイジャグラーV,127,3692,-307,14,8,167.8,263.7,461.5,5.99811126104855,0,9,22,15,2827.0,227.0,11.0,6.0,17.0,166.3,257.0,471.2,9.0,1.0,9.0,10.0,2439.0,-1267.0,4.0,9.0,13.0,187.6,609.8,271.0,6009.0,-253.0,22.0,20.0,42.0,143.1,273.1,300.4,5266.0,-1040.0,30.0,176.95,11275.0,-1293.0,72.0,165.66666666666666,10.0,7.0,10.0,11.0,6.0,8.0,6.0,12.0
2023-01-19,マイジャグラーV,128,8092,893,30,29,137.2,269.7,279.0,5.6635440034640006,4,9,59,15,2824.0,-573.0,10.0,6.0,16.0,176.5,282.4,470.7,10.0,10.0,10.0,8.0,5090.0,-1053.0,16.0,11.0,27.0,188.5,318.1,462.7,1289.0,-360.0,3.0,3.0,6.0,214.8,429.7,429.7,7914.0,-1626.0,43.0,182.5,9203.0,-1986.0,49.0,193.26666666666665,6.0,12.0,7.0,10.0,9.0,13.0,10.0,8.0
2023-01-19,マイジャグラーV,130,7537,1800,36,25,123.6,209.4,301.5,6.103850527795539,3,9,61,15,6223.0,-413.0,21.0,20.0,41.0,151.8,296.3,311.1,2.0,7.0,2.0,12.0,682.0,-600.0,1.0,0.0,1.0,682.0,682.0,0.0,7482.0,333.0,30.0,21.0,51.0,146.7,249.4,356.3,6905.0,-1013.0,42.0,416.9,14387.0,-680.0,93.0,326.8333333333333,9.0,6.0,8.0,2.0,3.0,4.0,3.0,2.0
2023-01-19,マイジャグラーV,131,3079,-573,11,6,181.1,279.9,513.2,6.1346089355037146,0,9,17,15,1402.0,-520.0,3.0,4.0,7.0,200.3,467.3,350.5,13.0,8.5,12.0,4.0,3743.0,-707.0,12.0,8.0,20.0,187.2,311.9,467.9,2268.0,-413.0,9.0,1.0,10.0,226.8,252.0,2268.0,5145.0,-1227.0,27.0,193.75,7413.0,-1640.0,37.0,204.76666666666665,11.0,10.0,11.0,8.0,12.0,11.0,13.0,7.0
2023-01-19,マイジャグラーV,132,6382,-1160,19,17,177.3,335.9,375.4,5.78548571619487,2,9,36,15,3692.0,-867.0,11.0,10.0,21.0,175.8,335.6,369.2,6.0,12.0,7.0,9.0,4763.0,-67.0,18.0,15.0,33.0,144.3,264.6,317.5,3870.0,-200.0,15.0,8.0,23.0,168.3,258.0,483.8,8455.0,-934.0,54.0,160.05,12325.0,-1134.0,77.0,162.8,4.0,5.0,4.0,13.5,5.0,7.0,4.0,13.0
2023-01-19,マイジャグラーV,188,5971,733,27,12,153.1,221.1,497.6,5.797055980265971,1,9,39,15,3516.0,-813.0,10.0,8.0,18.0,195.3,351.6,439.5,7.0,11.0,8.0,5.0,4247.0,-1107.0,12.0,10.0,22.0,193.0,353.9,424.7,5231.0,-707.0,18.0,16.0,34.0,153.9,290.6,326.9,7763.0,-1920.0,40.0,194.15,12994.0,-2627.0,74.0,180.73333333333335,7.0,14.0,9.0,7.0,4.0,15.0,5.0,10.0
2023-01-19,マイジャグラーV,200,7901,827,31,29,131.7,254.9,272.4,5.939642714797749,4,9,60,15,5420.0,-1107.0,19.0,11.0,30.0,180.7,285.3,492.7,4.0,14.0,4.5,7.0,4658.0,-67.0,19.0,9.0,28.0,166.4,245.2,517.6,697.0,-360.0,2.0,0.0,2.0,348.5,348.5,0.0,10078.0,-1174.0,58.0,173.55,10775.0,-1534.0,60.0,231.86666666666665,2.0,9.0,3.0,12.0,7.0,9.0,8.0,4.0
2023-01-19,マイジャグラーV,201,2517,-1667,5,1,419.5,503.4,2517.0,5.903524154421826,0,9,6,15,599.0,-520.0,1.0,0.0,1.0,599.0,599.0,0.0,15.0,8.5,15.0,1.0,1538.0,-1000.0,2.0,4.0,6.0,256.3,769.0,384.5,4664.0,-1053.0,17.0,6.0,23.0,202.8,274.4,777.3,2137.0,-1520.0,7.0,427.65,6801.0,-2573.0,30.0,352.7,15.0,11.0,15.0,1.0,14.0,14.0,14.0,1.0
2023-01-19,マイジャグラーV,202,3362,-707,12,6,186.8,280.2,560.3,6.1714374758787685,0,9,18,15,2132.0,-1053.0,3.0,8.0,11.0,193.8,710.7,266.5,11.0,13.0,11.0,6.0,1883.0,-760.0,6.0,2.0,8.0,235.4,313.8,941.5,1393.0,-120.0,6.0,1.0,7.0,199.0,232.2,1393.0,4015.0,-1813.0,19.0,214.60000000000002,5408.0,-1933.0,26.0,209.4,12.0,13.0,13.0,5.0,15.0,12.0,15.0,6.0
2023-01-19,マイジャグラーV,203,5627,-360,20,14,165.5,281.4,401.9,5.80043869257983,1,9,34,15,2029.0,-1613.0,3.0,2.0,5.0,405.8,676.3,1014.5,12.0,15.0,13.0,2.0,786.0,-520.0,1.0,2.0,3.0,262.0,786.0,393.0,5906.0,547.0,26.0,14.0,40.0,147.7,227.2,421.9,2815.0,-2133.0,8.0,333.9,8721.0,-1586.0,48.0,271.8333333333333,14.0,15.0,14.0,3.0,11.0,10.0,11.0,3.0
2023-01-19,マイジャグラーV,205,5095,-307,19,13,159.2,268.2,391.9,5.9923108331593,1,9,32,15,4696.0,-173.0,16.0,14.0,30.0,156.5,293.5,335.4,5.0,3.5,4.5,11.0,8835.0,-467.0,39.0,15.0,54.0,163.6,226.5,589.0,7605.0,-307.0,28.0,18.0,46.0,165.3,271.6,422.5,13531.0,-640.0,84.0,160.05,21136.0,-947.0,130.0,161.79999999999998,1.0,3.0,1.0,13.5,1.0,5.0,1.0,14.0
2023-01-19,ファンキージャグラー2,206,7541,440,25,33,130.0,301.6,228.5,5.809468518854295,6,9,58,5,3017.0,-1320.0,5.0,12.0,17.0,177.5,603.4,251.4,1.0,5.0,1.0,3.0,1231.0,-600.0,3.0,1.0,4.0,307.8,410.3,1231.0,1614.0,-120.0,6.0,3.0,9.0,179.3,269.0,538.0,4248.0,-1920.0,21.0,242.65,5862.0,-2040.0,30.0,221.53333333333333,3.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0
2023-01-19,ファンキージャグラー2,207,6598,3025,35,21,117.8,188.5,314.2,5.654199227355132,4,9,56,5,1915.0,-653.0,4.0,6.0,10.0,191.5,478.8,319.2,4.0,3.0,4.0,2.0,1379.0,-307.0,5.0,0.0,5.0,275.8,275.8,0.0,2863.0,-200.0,11.0,6.0,17.0,168.4,260.3,477.2,3294.0,-960.0,15.0,233.65,6157.0,-1160.0,32.0,211.9,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0
2023-01-19,ファンキージャグラー2,208,6539,1533,30,18,136.2,218.0,363.3,5.7008538410467215,3,9,48,5,2802.0,-173.0,12.0,4.0,16.0,175.1,233.5,700.5,2.0,1.0,2.0,4.0,2270.0,-67.0,9.0,4.0,13.0,174.6,252.2,567.5,2015.0,-973.0,6.0,2.0,8.0,251.9,335.8,1007.5,5072.0,-240.0,29.0,174.85,7087.0,-1213.0,37.0,200.53333333333333,2.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0
2023-01-19,ファンキージャグラー2,210,4269,-1213,13,8,203.3,328.4,533.6,5.98132642919103,1,9,21,5,1273.0,-707.0,2.0,2.0,4.0,318.2,636.5,636.5,5.0,4.0,5.0,1.0,7579.0,1640.0,34.0,22.0,56.0,135.3,222.9,344.5,4053.0,1000.0,17.0,20.0,37.0,109.5,238.4,202.7,8852.0,933.0,60.0,226.75,12905.0,1933.0,97.0,187.66666666666666,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0
2023-01-19,ファンキージャグラー2,211,4842,-653,15,13,172.9,322.8,372.5,5.726818176804985,2,9,28,5,2457.0,-253.0,10.0,5.0,15.0,163.8,245.7,491.4,3.0,2.0,3.0,5.0,768.0,-600.0,1.0,0.0,1.0,768.0,768.0,0.0,679.0,-707.0,0.0,1.0,1.0,679.0,0.0,679.0,3225.0,-853.0,16.0,465.9,3904.0,-1560.0,17.0,536.9333333333333,5.0,3.0,4.0,1.0,5.0,4.0,5.0,1.0
2023-01-19,ハッピージャグラーVIII,117,7348,1133,29,31,122.5,253.4,237.0,6.226957429195371,6,9,60,4,6001.0,2383.0,29.0,22.0,51.0,117.7,206.9,272.8,1.0,1.0,1.0,4.0,3560.0,200.0,15.0,9.0,24.0,148.3,237.3,395.6,4275.0,-573.0,14.0,11.0,25.0,171.0,305.4,388.6,9561.0,2583.0,75.0,133.0,13836.0,2010.0,100.0,145.66666666666666,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0
2023-01-19,ハッピージャグラーVIII,118,5741,-413,17,24,140.0,337.7,239.2,6.160943542976895,1,9,41,4,1421.0,-1107.0,2.0,1.0,3.0,473.7,710.5,1421.0,4.0,3.0,4.0,1.0,1022.0,-600.0,2.0,1.0,3.0,340.7,511.0,1022.0,2603.0,-173.0,7.0,9.0,16.0,162.7,371.9,289.2,2443.0,-1707.0,6.0,407.2,5046.0,-1880.0,22.0,325.7,4.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0
2023-01-19,ハッピージャグラーVIII,120,7196,778,26,25,141.1,276.8,287.8,5.755914279910608,4,9,51,4,4431.0,-360.0,16.0,11.0,27.0,164.1,276.9,402.8,2.0,2.0,2.0,3.0,6828.0,1839.0,31.0,22.0,53.0,128.8,220.3,310.4,5665.0,1790.0,29.0,17.0,46.0,123.2,195.3,333.2,11259.0,1479.0,80.0,146.45,16924.0,3269.0,126.0,138.70000000000002,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0
2023-01-19,ハッピージャグラーVIII,121,4903,-1053,13,19,153.2,377.2,258.1,6.353596945945297,1,9,32,4,3140.0,-1773.0,4.0,9.0,13.0,241.5,785.0,348.9,3.0,4.0,3.0,2.0,4340.0,-573.0,13.0,15.0,28.0,155.0,333.8,289.3,5095.0,1240.0,22.0,20.0,42.0,121.3,231.6,254.8,7480.0,-2346.0,41.0,198.25,12575.0,-1106.0,83.0,172.6,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0
2023-01-18,アイムジャグラーEX-TP,37,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,16.0,16.0,16.0,10.0,16.0,16.0
2023-01-18,アイムジャグラーEX-TP,38,1342,-760,2,2,335.5,671.0,671.0,5.53400510052178,0,8,4,16,705.0,-573.0,1.0,1.0,2.0,352.5,705.0,705.0,15.0,13.0,15.0,1.0,799.0,-120.0,3.0,1.0,4.0,199.8,266.3,799.0,7090.0,-813.0,24.0,23.0,47.0,150.9,295.4,308.3,1504.0,-693.0,6.0,276.15,8594.0,-1506.0,53.0,234.4,15.0,9.0,15.0,1.0,15.0,14.0,14.5,1.0
2023-01-18,アイムジャグラーEX-TP,50,692,-253,2,2,173.0,346.0,346.0,6.889021448351055,0,8,4,16,2311.0,-573.0,6.0,10.0,16.0,144.4,385.2,231.1,10.0,13.0,9.0,14.0,1274.0,600.0,7.0,2.0,9.0,141.6,182.0,637.0,5611.0,0.0,24.0,9.0,33.0,170.0,233.8,623.4,3585.0,27.0,25.0,143.0,9196.0,27.0,58.0,152.0,13.0,5.0,11.0,13.0,13.0,9.0,13.0,10.0
2023-01-18,アイムジャグラーEX-TP,51,2989,147,12,10,135.9,249.1,298.9,6.399317497481059,0,8,22,16,2025.0,-813.0,4.0,6.0,10.0,202.5,506.2,337.5,12.0,15.0,12.0,4.0,889.0,-200.0,2.0,3.0,5.0,177.8,444.5,296.3,5772.0,200.0,25.0,13.0,38.0,151.9,230.9,444.0,2914.0,-1013.0,15.0,190.15,8686.0,-813.0,53.0,177.4,14.0,12.0,14.0,6.0,14.0,13.0,14.5,4.0
2023-01-18,アイムジャグラーEX-TP,111,5311,1839,24,22,115.5,221.3,241.4,5.949527439935258,5,8,46,16,5706.0,493.0,25.0,12.0,37.0,154.2,228.2,475.5,2.0,1.0,2.0,9.0,4477.0,280.0,19.0,13.0,32.0,139.9,235.6,344.4,6965.0,147.0,24.0,24.0,48.0,145.1,290.2,290.2,10183.0,773.0,69.0,147.05,17148.0,920.0,117.0,146.4,3.0,4.0,3.5,12.0,4.0,5.0,3.0,12.0
2023-01-18,アイムジャグラーEX-TP,112,6639,1747,28,28,118.6,237.1,237.1,6.014597234520988,5,8,56,16,2318.0,200.0,10.0,5.0,15.0,154.5,231.8,463.6,9.0,3.5,10.5,8.0,2609.0,600.0,13.0,4.0,17.0,153.5,200.7,652.2,6342.0,1347.0,30.0,13.0,43.0,147.5,211.4,487.8,4927.0,800.0,32.0,154.0,11269.0,2147.0,75.0,151.83333333333334,10.0,2.0,10.0,10.0,12.0,2.0,12.0,11.0
2023-01-18,アイムジャグラーEX-TP,113,5091,-173,17,16,154.3,299.5,318.2,5.899678419434085,3,8,33,16,3533.0,-200.0,12.0,10.0,22.0,160.6,294.4,353.3,6.0,7.0,7.0,7.0,5225.0,1741.0,24.0,23.0,47.0,111.2,217.7,227.2,7661.0,-1000.0,22.0,27.0,49.0,156.3,348.2,283.7,8758.0,1541.0,69.0,135.9,16419.0,541.0,118.0,142.70000000000002,4.0,1.0,3.5,15.0,5.0,6.0,2.0,14.0
2023-01-18,アイムジャグラーEX-TP,115,3689,-360,14,9,160.4,263.5,409.9,6.426517906858902,0,8,23,16,6213.0,-360.0,23.0,20.0,43.0,144.5,270.1,310.6,1.0,8.0,1.0,13.0,2376.0,-67.0,10.0,4.0,14.0,169.7,237.6,594.0,5323.0,-120.0,21.0,12.0,33.0,161.3,253.5,443.6,8589.0,-427.0,57.0,157.1,13912.0,-547.0,90.0,158.5,6.0,7.0,5.0,8.0,7.0,12.0,9.0,9.0
2023-01-18,アイムジャグラーEX-TP,116,1369,-600,2,5,195.6,684.5,273.8,5.817733428904515,0,8,7,16,2301.0,200.0,10.0,5.0,15.0,153.4,230.1,460.2,11.0,3.5,10.5,10.0,3450.0,-867.0,8.0,14.0,22.0,156.8,431.2,246.4,7868.0,2185.0,37.0,26.0,63.0,124.9,212.6,302.6,5751.0,-667.0,37.0,155.10000000000002,13619.0,1518.0,100.0,145.03333333333333,9.0,8.0,8.0,9.0,8.0,3.0,7.0,13.0
2023-01-18,アイムジャグラーEX-TP,212,3863,-1667,7,8,257.5,551.9,482.9,5.539194879816606,0,8,15,16,3463.0,440.0,15.0,9.0,24.0,144.3,230.9,384.8,7.0,2.0,6.0,15.0,2575.0,-1613.0,5.0,4.0,9.0,286.1,515.0,643.8,8530.0,2679.0,38.0,31.0,69.0,123.6,224.5,275.2,6038.0,-1173.0,33.0,215.20000000000002,14568.0,1506.0,102.0,184.66666666666666,8.0,13.5,9.0,3.0,6.0,4.0,6.0,3.0
2023-01-18,アイムジャグラーEX-TP,213,2491,-1560,5,3,311.4,498.2,830.3,6.235206091208123,0,8,8,16,3051.0,-413.0,11.0,6.0,17.0,179.5,277.4,508.5,8.0,9.0,8.0,6.0,1309.0,-973.0,2.0,2.0,4.0,327.2,654.5,654.5,7804.0,1640.0,32.0,32.0,64.0,121.9,243.9,243.9,4360.0,-1386.0,21.0,253.35,12164.0,254.0,85.0,209.53333333333333,11.0,16.0,13.0,2.0,10.0,8.0,10.0,2.0
2023-01-18,アイムジャグラーEX-TP,215,1611,-600,4,5,179.0,402.8,322.2,6.470290342531387,0,8,9,16,5004.0,-173.0,20.0,14.0,34.0,147.2,250.2,357.4,4.0,6.0,3.5,11.0,5399.0,947.0,23.0,17.0,40.0,135.0,234.7,317.6,7266.0,1400.0,34.0,19.0,53.0,137.1,213.7,382.4,10403.0,774.0,74.0,141.1,17669.0,2174.0,127.0,139.76666666666668,2.0,3.0,1.0,14.0,1.0,1.0,1.0,15.0
2023-01-18,アイムジャグラーEX-TP,216,4359,200,16,14,145.3,272.4,311.4,5.943300504153861,4,8,30,16,1729.0,-520.0,5.0,3.0,8.0,216.1,345.8,576.3,13.0,10.5,13.0,3.0,5171.0,-467.0,16.0,15.0,31.0,166.8,323.2,344.7,6428.0,1400.0,26.0,28.0,54.0,119.0,247.2,229.6,6900.0,-987.0,39.0,191.45,13328.0,413.0,93.0,167.29999999999998,7.0,11.0,7.0,5.0,9.0,7.0,8.0,7.0
2023-01-18,アイムジャグラーEX-TP,217,5597,147,23,11,164.6,243.3,508.8,5.992900730774122,1,8,34,16,5239.0,-1053.0,18.0,11.0,29.0,180.7,291.1,476.3,3.0,16.0,5.0,5.0,3483.0,-120.0,14.0,5.0,19.0,183.3,248.8,696.6,8589.0,-520.0,26.0,30.0,56.0,153.4,330.3,286.3,8722.0,-1173.0,48.0,182.0,17311.0,-1693.0,104.0,172.4666666666667,5.0,13.5,6.0,7.0,2.0,15.0,5.0,5.0
2023-01-18,アイムジャグラーEX-TP,218,4369,-53,16,14,145.6,273.1,312.1,6.197459719561614,4,8,30,16,1104.0,-573.0,2.0,3.0,5.0,220.8,552.0,368.0,14.0,13.0,14.0,2.0,2974.0,-707.0,9.0,9.0,18.0,165.2,330.4,330.4,7445.0,1027.0,28.0,29.0,57.0,130.6,265.9,256.7,4078.0,-1280.0,23.0,193.0,11523.0,-253.0,80.0,172.19999999999996,12.0,15.0,12.0,4.0,11.0,11.0,11.0,6.0
2023-01-18,アイムジャグラーEX-TP,220,6196,-67,22,21,144.1,281.6,295.0,6.141706759492479,4,8,43,16,5003.0,-520.0,14.0,20.0,34.0,147.1,357.4,250.2,5.0,10.5,3.5,12.0,5974.0,-253.0,24.0,14.0,38.0,157.2,248.9,426.7,6238.0,-2309.0,14.0,20.0,34.0,183.5,445.6,311.9,10977.0,-773.0,72.0,152.14999999999998,17215.0,-3082.0,106.0,162.6,1.0,10.0,2.0,11.0,3.0,16.0,4.0,8.0
2023-01-18,マイジャグラーV,122,3332,-173,11,11,151.5,302.9,302.9,5.8210711226838,0,8,22,15,5864.0,-707.0,21.0,16.0,37.0,158.5,279.2,366.5,2.0,8.0,2.0,13.0,5594.0,733.0,26.0,15.0,41.0,136.4,215.2,372.9,6342.0,-1560.0,20.0,16.0,36.0,176.2,317.1,396.4,11458.0,26.0,78.0,147.45,17800.0,-1534.0,114.0,157.03333333333333,2.0,3.0,2.0,15.0,2.0,7.0,3.0,14.0
2023-01-18,マイジャグラーV,123,5599,-200,19,18,151.3,294.7,311.1,5.810964013826717,3,8,37,15,2007.0,-920.0,5.0,4.0,9.0,223.0,401.4,501.8,10.0,11.0,10.0,6.0,2679.0,93.0,12.0,7.0,19.0,141.0,223.2,382.7,5416.0,-1853.0,13.0,11.0,24.0,225.7,416.6,492.4,4686.0,-827.0,28.0,182.0,10102.0,-2680.0,52.0,196.5666666666667,13.0,9.0,13.0,9.0,14.0,12.0,14.0,7.0
2023-01-18,マイジャグラーV,125,834,-253,2,1,278.0,417.0,834.0,5.197427379389967,0,8,3,15,2896.0,440.0,13.0,7.0,20.0,144.8,222.8,413.7,8.0,1.0,7.5,14.0,3668.0,600.0,17.0,7.0,24.0,152.8,215.8,524.0,7359.0,-813.0,22.0,29.0,51.0,144.3,334.5,253.8,6564.0,1040.0,44.0,148.8,13923.0,227.0,95.0,147.3,8.0,1.0,7.0,14.0,7.0,4.0,6.0,15.0
2023-01-18,マイジャグラーV,126,6539,147,26,19,145.3,251.5,344.2,6.037937478923357,2,8,45,15,1568.0,-707.0,4.0,1.0,5.0,313.6,392.0,1568.0,12.0,8.0,13.0,2.0,834.0,-53.0,4.0,0.0,4.0,208.5,208.5,0.0,7832.0,1543.0,34.0,27.0,61.0,128.4,230.4,290.1,2402.0,-760.0,9.0,261.05,10234.0,783.0,70.0,216.83333333333334,15.0,7.0,15.0,2.0,13.0,3.0,10.0,3.0
2023-01-18,マイジャグラーV,127,2827,227,11,6,166.3,257.0,471.2,5.413688648190287,0,8,17,15,2439.0,-1267.0,4.0,9.0,13.0,187.6,609.8,271.0,9.0,15.0,9.0,9.0,6009.0,-253.0,22.0,20.0,42.0,143.1,273.1,300.4,7563.0,-457.0,27.0,20.0,47.0,160.9,280.1,378.1,8448.0,-1520.0,55.0,165.35,16011.0,-1977.0,102.0,163.86666666666667,5.0,13.0,5.0,11.0,5.0,9.0,4.0,13.0
2023-01-18,マイジャグラーV,128,2824,-573,10,6,176.5,282.4,470.7,6.25952990708743,0,8,16,15,5090.0,-1053.0,16.0,11.0,27.0,188.5,318.1,462.7,3.0,13.0,5.0,8.0,1289.0,-360.0,3.0,3.0,6.0,214.8,429.7,429.7,5732.0,-573.0,19.0,16.0,35.0,163.8,301.7,358.2,6379.0,-1413.0,33.0,201.65,12111.0,-1986.0,68.0,189.03333333333333,9.0,12.0,9.0,8.0,10.0,10.0,11.0,8.0
2023-01-18,マイジャグラーV,130,6223,-413,21,20,151.8,296.3,311.1,5.922973135874927,1,8,41,15,682.0,-600.0,1.0,0.0,1.0,682.0,682.0,0.0,15.0,6.0,15.0,1.0,7482.0,333.0,30.0,21.0,51.0,146.7,249.4,356.3,8042.0,2235.0,39.0,24.0,63.0,127.7,206.2,335.1,8164.0,-267.0,52.0,414.35,16206.0,1968.0,115.0,318.8,6.0,4.5,6.0,1.0,4.0,1.0,2.0,1.0
2023-01-18,マイジャグラーV,131,1402,-520,3,4,200.3,467.3,350.5,5.814251682636454,0,8,7,15,3743.0,-707.0,12.0,8.0,20.0,187.2,311.9,467.9,7.0,8.0,7.5,10.0,2268.0,-413.0,9.0,1.0,10.0,226.8,252.0,2268.0,5686.0,-1613.0,18.0,12.0,30.0,189.5,315.9,473.8,6011.0,-1120.0,30.0,207.0,11697.0,-2733.0,60.0,201.16666666666666,11.0,11.0,10.5,6.0,11.0,13.0,12.0,6.0
2023-01-18,マイジャグラーV,132,3692,-867,11,10,175.8,335.6,369.2,6.038270614763414,0,8,21,15,4763.0,-67.0,18.0,15.0,33.0,144.3,264.6,317.5,4.0,2.5,3.0,15.0,3870.0,-200.0,15.0,8.0,23.0,168.3,258.0,483.8,8059.0,-1617.0,24.0,21.0,45.0,179.1,335.8,383.8,8633.0,-267.0,56.0,156.3,16692.0,-1884.0,101.0,163.9,4.0,4.5,3.5,13.0,3.0,8.0,5.0,12.0
2023-01-18,マイジャグラーV,188,3516,-813,10,8,195.3,351.6,439.5,5.705657819383751,0,8,18,15,4247.0,-1107.0,12.0,10.0,22.0,193.0,353.9,424.7,6.0,14.0,6.0,7.0,5231.0,-707.0,18.0,16.0,34.0,153.9,290.6,326.9,5979.0,-973.0,22.0,8.0,30.0,199.3,271.8,747.4,9478.0,-1814.0,56.0,173.45,15457.0,-2787.0,86.0,182.0666666666667,3.0,14.0,3.5,10.0,6.0,14.0,9.0,10.0
2023-01-18,マイジャグラーV,200,5420,-1107,19,11,180.7,285.3,492.7,6.1810647699465,1,8,30,15,4658.0,-67.0,19.0,9.0,28.0,166.4,245.2,517.6,5.0,2.5,4.0,11.0,697.0,-360.0,2.0,0.0,2.0,348.5,348.5,0.0,7702.0,1587.0,34.0,27.0,61.0,126.3,226.5,285.3,5355.0,-427.0,30.0,257.45,13057.0,1160.0,91.0,213.73333333333335,12.0,6.0,10.5,3.0,9.0,2.0,7.0,4.0
